species,locality,individualCount,decimalLatitude,decimalLongitude,eventDate,day,month,year
Gymnorhina tibicen,Princes Park,3,-37.77888,144.96116,2017-10-04,4,10,2017
Dacelo novaeguineae,fitzroy gardens,1,-37.81356,144.98182,2017-11-04,4,11,2017
Manorina melanocephala,Royal Botanic Gardens,,-37.83831,144.97679,2017-07-17,17,7,2017
Gymnorhina tibicen,Royal Botanic Gardens Melbourne,,-37.83333,144.98333,2018-08-29,29,8,2018
Gymnorhina tibicen,Fitzroy Gardens,4,-37.81337,144.98006,2018-05-12,12,5,2018
Gymnorhina tibicen,Royal Botanic Gardens,,-37.83,144.98028,2017-08-28,28,8,2017
Manorina melanocephala,Princes Park,11,-37.77888,144.96116,2017-10-26,26,10,2017
Gymnorhina tibicen,westgate park,,-37.83167,144.91111,2018-07-26,26,7,2018
Gymnorhina tibicen,Fitzroy Gardens,6,-37.81337,144.98006,2017-05-21,21,5,2017
Gymnorhina tibicen,Fitzroy Gardens,4,-37.81449,144.98013,2017-12-15,15,12,2017
Rhipidura leucophrys,MWrbm Westgate Park,4,-37.83229,144.91082,2018-09-23,23,9,2018
Dacelo novaeguineae,Royal Botanic Gardens,,-37.82944,144.97861,2017-03-23,23,3,2017
Gymnorhina tibicen,Royal Botanic Gardens Melbourne,,-37.82444,144.97389,2018-05-04,4,5,2018
Gymnorhina tibicen,Royal Park Storage Pond,1,-37.78233,144.9414,2018-11-11,11,11,2018
Gymnorhina tibicen,,10,-37.78949,144.95495,2017-05-11,11,5,2017
Dacelo novaeguineae,Fitzroy Gardens,1,-37.81337,144.98006,2017-12-17,17,12,2017
Rhipidura leucophrys,westgate park,,-37.83167,144.91111,2018-03-16,16,3,2018
Gymnorhina tibicen,Royal Botanic Gardens Melbourne,,-37.82444,144.97389,2017-08-04,4,8,2017
Cacatua galerita,Royal Botanic Gardens Melbourne,,-37.82444,144.97389,2018-05-04,4,5,2018
Rhipidura leucophrys,Royal Botanic Gardens Melbourne,5,-37.82751,144.98005,2017-01-11,11,1,2017
Cacatua galerita,Fitzroy Gardens,2,-37.81337,144.98006,2017-12-17,17,12,2017
Manorina melanocephala,Fitzroy Gardens,1,-37.81337,144.98006,2017-11-06,6,11,2017
Gymnorhina tibicen,MWrbm Westgate Park,7,-37.83104,144.90936,2018-09-02,2,9,2018
Manorina melanocephala,Melbourne Botanical Gardens,5,-37.82929,144.98072,2017-12-19,19,12,2017
Rhipidura leucophrys,Melbourne zoo,3,-37.78565,144.94983,2018-08-01,1,8,2018
Dacelo novaeguineae,Royal Botanic Gardens,,-37.82944,144.97861,2018-10-27,27,10,2018
Gymnorhina tibicen,westgate park,,-37.83167,144.91111,2017-12-24,24,12,2017
Cacatua galerita,Royal Botanic Gardens,,-37.82944,144.97861,2017-05-01,1,5,2017
Rhipidura leucophrys,MWrbm Flemington Racecourse,1,-37.78701,144.91669,2018-07-27,27,7,2018
Manorina melanocephala,MWrbm Trin Warren Tam-boore wetlands,2,-37.78233,144.94334,2018-08-10,10,8,2018
Gymnorhina tibicen,westgate park,,-37.83167,144.91111,2017-03-09,9,3,2017
Rhipidura leucophrys,westgate park,,-37.83167,144.91111,2017-01-27,27,1,2017
Manorina melanocephala,White's Skink Habitat site Royal Park,1,-37.78226,144.94554,2018-07-22,22,7,2018
Dacelo novaeguineae,Royal Botanic Gardens Melbourne,,-37.83033,144.97953,2018-11-12,12,11,2018
Gymnorhina tibicen,Melbourne Royal Botanic Gardens,,-37.83,144.98055,2018-06-11,11,6,2018
Gymnorhina tibicen,Royal Botanic Gardens Melbourne,,-37.82444,144.97389,2018-04-13,13,4,2018
Manorina melanocephala,Royal Park Storage Pond,4,-37.78233,144.9414,2018-05-27,27,5,2018
Gymnorhina tibicen,Royal Botanic Gardens Melbourne,1,-37.82751,144.98005,2017-01-11,11,1,2017
Manorina melanocephala,,6,-37.78949,144.95495,2017-05-11,11,5,2017
Gymnorhina tibicen,"-37.82177107973458, 144.97165381908417",5,-37.82177,144.97165,2016-09-16,16,9,2016
Gymnorhina tibicen,Shrine of Remembrance,1,-37.83046,144.97335,2019-01-08,8,1,2019
Gymnorhina tibicen,Trin Warren Tam-boore wetlands (Treatment Pond),3,-37.7825,144.94228,2018-11-11,11,11,2018
Gymnorhina tibicen,State library,1,-37.81,144.96443,2018-07-27,27,7,2018
Gymnorhina tibicen,"MW - Trin Warren Tam-boore, Royal Park",2,-37.78222,144.94306,2016-06-27,27,6,2016
Gymnorhina tibicen,Fitzroy Gardens,1,-37.81337,144.98006,2018-05-27,27,5,2018
Gymnorhina tibicen,"MW - Trin Warren Tam-boore, Royal Park",3,-37.78222,144.94306,2018-08-12,12,8,2018
Rhipidura leucophrys,Trin Warren Tam-boore wetlands (Treatment Pond),4,-37.7825,144.94228,2018-02-04,4,2,2018
Manorina melanocephala,"MW - Trin Warren Tam-boore, Royal Park",3,-37.78222,144.94306,2017-02-11,11,2,2017
Manorina melanocephala,"-37.813506818080455, 144.98034954071045",2,-37.81351,144.98035,2016-09-16,16,9,2016
Gymnorhina tibicen,Melbourne Zoo,2,-37.78501,144.95119,2017-11-02,2,11,2017
Gymnorhina tibicen,Royal Botanic Gardens,,-37.82944,144.97861,2017-02-14,14,2,2017
Rhipidura leucophrys,Royal Botanic Gardens Melbourne,,-37.82444,144.97389,2018-04-13,13,4,2018
Dacelo novaeguineae,Fitzroy Gardens,2,-37.81337,144.98006,2018-12-15,15,12,2018
Gymnorhina tibicen,westgate park,,-37.83167,144.91111,2016-09-04,4,9,2016
Rhipidura leucophrys,Melbourne Zoo,,-37.78417,144.95139,2018-09-01,1,9,2018
Rhipidura leucophrys,"MW - Trin Warren Tam-boore, Royal Park",2,-37.78222,144.94306,2017-10-14,14,10,2017
Gymnorhina tibicen,Yarra River,4,-37.81915,144.9711,2017-10-08,8,10,2017
Gymnorhina tibicen,"MW - Trin Warren Tam-boore, Royal Park",3,-37.78222,144.94306,2017-02-11,11,2,2017
Rhipidura leucophrys,Trin Warren Tam-boore wetlands (Treatment Pond),1,-37.7825,144.94228,2018-09-16,16,9,2018
Manorina melanocephala,,7,-37.78949,144.95495,2017-05-12,12,5,2017
Gymnorhina tibicen,"-37.8291852353493, 144.974246006594",5,-37.82919,144.97425,2016-10-12,12,10,2016
Dacelo novaeguineae,Royal Botanic Gardens,2,-37.82986,144.9789,2018-11-04,4,11,2018
Cacatua galerita,Melbourne Royal Botanic Gardens,,-37.83,144.98055,2017-11-16,16,11,2017
Rhipidura leucophrys,MW - Flemington Racecourse,1,-37.78694,144.91694,2017-05-11,11,5,2017
Rhipidura leucophrys,Botanic gardens,1,-37.82766,144.97959,2018-01-29,29,1,2018
Rhipidura leucophrys,westgate park,,-37.83167,144.91111,2017-03-09,9,3,2017
Gymnorhina tibicen,Uni Sq,2,-37.80467,144.96011,2017-05-25,25,5,2017
Gymnorhina tibicen,MWrbm Westgate Park,2,-37.83229,144.91082,2018-09-23,23,9,2018
Cacatua galerita,Royal Botanic Gardens Melbourne,,-37.82944,144.97861,2017-09-25,25,9,2017
Gymnorhina tibicen,Melbourne Royal Botanic Gardens,,-37.83,144.98055,2018-04-06,6,4,2018
Rhipidura leucophrys,Royal Botanic Gardens Melbourne,,-37.83033,144.97953,2018-11-12,12,11,2018
Rhipidura leucophrys,MW - Flemington Racecourse,4,-37.78694,144.91694,2017-01-23,23,1,2017
Rhipidura leucophrys,White's Skink Habitat site Royal Park,1,-37.78226,144.94554,2018-04-08,8,4,2018
Manorina melanocephala,,4,-37.78949,144.95495,2017-05-10,10,5,2017
Rhipidura leucophrys,westgate pk lorimer st pt meb,1,-37.83111,144.90028,2017-11-11,11,11,2017
Gymnorhina tibicen,Fitzroy Gardens,5,-37.81337,144.98006,2017-11-01,1,11,2017
Rhipidura leucophrys,Royal Botanic Gardens Melbourne,1,-37.83036,144.9796,2016-10-26,26,10,2016
Gymnorhina tibicen,"Carlton Gardens,",1,-37.80556,144.97139,2016-12-01,1,12,2016
Gymnorhina tibicen,Royal Park --Trin Warren Tam-boore,1,-37.78278,144.94417,2017-06-24,24,6,2017
Manorina melanocephala,Royal Botanic Gardens Melbourne,,-37.83033,144.97953,2018-11-12,12,11,2018
Rhipidura leucophrys,Melbourne Zoo,2,-37.78501,144.95119,2017-11-02,2,11,2017
Manorina melanocephala,"MW - Trin Warren Tam-boore, Royal Park",4,-37.78222,144.94306,2019-01-13,13,1,2019
Dacelo novaeguineae,Melbourne Zoo,2,-37.78492,144.95264,2017-10-06,6,10,2017
Gymnorhina tibicen,University gardens,2,-37.80233,144.96065,2017-05-25,25,5,2017
Gymnorhina tibicen,Royal Botanic Gardens,4,-37.82875,144.98408,2018-04-07,7,4,2018
Manorina melanocephala,White's Skink Habitat site Royal Park,3,-37.78226,144.94554,2018-11-11,11,11,2018
Rhipidura leucophrys,westgate park,,-37.83167,144.91111,2016-08-30,30,8,2016
Dacelo novaeguineae,Fitzroy Gardens,1,-37.81449,144.98013,2017-12-15,15,12,2017
Gymnorhina tibicen,Fitzroy Gardens,7,-37.81337,144.98006,2017-05-06,6,5,2017
Gymnorhina tibicen,MW - Flemington Racecourse,2,-37.78694,144.91694,2017-05-11,11,5,2017
Cacatua galerita,Royal Botanic Gardens,1,-37.82986,144.9789,2018-11-04,4,11,2018
Gymnorhina tibicen,Melbourne Royal Botanic Gardens,,-37.83,144.98055,2018-07-16,16,7,2018
Manorina melanocephala,Rp grassland,2,-37.79118,144.95487,2018-03-27,27,3,2018
Gymnorhina tibicen,MWrbm Flemington Racecourse,3,-37.78701,144.91669,2018-04-27,27,4,2018
Gymnorhina tibicen,Royal Botanic Gardens,,-37.82944,144.97861,2018-10-27,27,10,2018
Rhipidura leucophrys,westgate park,,-37.83167,144.91111,2017-03-28,28,3,2017
Gymnorhina tibicen,Melbourne Royal Botanic Gardens,,-37.83,144.98055,2018-02-12,12,2,2018
Gymnorhina tibicen,westgate park,,-37.83167,144.91111,2017-02-23,23,2,2017
Gymnorhina tibicen,Fitzroy Gardens,5,-37.8149,144.97944,2017-11-05,5,11,2017
Cacatua galerita,"-37.8291852353493, 144.974246006594",2,-37.82919,144.97425,2016-10-12,12,10,2016
Gymnorhina tibicen,"MW - Trin Warren Tam-boore, Royal Park",3,-37.78222,144.94306,2017-04-14,14,4,2017
Gymnorhina tibicen,Fitzroy Gardens,7,-37.81337,144.98006,2017-11-04,4,11,2017
Rhipidura leucophrys,MWrbm Flemington Racecourse,2,-37.78701,144.91669,2019-01-24,24,1,2019
Manorina melanocephala,Shrine of Remembrance,20,-37.83046,144.97335,2019-01-08,8,1,2019
Gymnorhina tibicen,Birrarung marr,3,-37.81847,144.97177,2017-12-06,6,12,2017
Gymnorhina tibicen,Trin Warren Tam-boore wetlands (Treatment Pond),2,-37.7825,144.94228,2018-07-22,22,7,2018
Rhipidura leucophrys,Melbourne Royal Botanic Gardens,,-37.83,144.98055,2018-03-22,22,3,2018
Manorina melanocephala,Princes Park,6,-37.77888,144.96116,2017-10-04,4,10,2017
Cacatua galerita,Royal Botanic Gardens,,-37.83831,144.97679,2017-07-17,17,7,2017
Gymnorhina tibicen,Royal Botanic Gardens Melbourne,1,-37.82751,144.98005,2016-11-30,30,11,2016
Manorina melanocephala,Royal Botanic Gardens,,-37.82944,144.97861,2018-10-27,27,10,2018
Cacatua galerita,Fitzroy Gardens,2,-37.81337,144.98006,2018-06-02,2,6,2018
Rhipidura leucophrys,Westgate Park,4,-37.83173,144.90857,2016-10-24,24,10,2016
Gymnorhina tibicen,Leicester St,2,-37.80204,144.96049,2017-05-25,25,5,2017
Manorina melanocephala,BotanicGardens,2,-37.83087,144.97979,2018-02-13,13,2,2018
Rhipidura leucophrys,Royal Botanic Gardens Melbourne,6,-37.82751,144.98005,2016-11-30,30,11,2016
Gymnorhina tibicen,MW - Flemington Racecourse,3,-37.78694,144.91694,2018-05-09,9,5,2018
Dacelo novaeguineae,Fitzroy Gardens,1,-37.81337,144.98006,2018-05-15,15,5,2018
Rhipidura leucophrys,westgate park,,-37.83167,144.91111,2016-06-14,14,6,2016
Cacatua galerita,"MW - Trin Warren Tam-boore, Royal Park",1,-37.78222,144.94306,2016-11-24,24,11,2016
Manorina melanocephala,Melbourne Royal Botanic Gardens,,-37.83,144.98055,2018-04-06,6,4,2018
Gymnorhina tibicen,MW - Flemington Racecourse,2,-37.78694,144.91694,2017-07-15,15,7,2017
Rhipidura leucophrys,westgate park,,-37.83167,144.91111,2018-09-20,20,9,2018
Manorina melanocephala,"Royal Park, Parkville",,-37.79194,144.95667,2018-07-31,31,7,2018
Rhipidura leucophrys,Melbourne Royal Botanic Gardens,,-37.83,144.98055,2018-02-15,15,2,2018
Dacelo novaeguineae,Melbourne zoo,1,-37.78553,144.95386,2018-09-08,8,9,2018
Rhipidura leucophrys,westgate park,,-37.83167,144.91111,2018-11-11,11,11,2018
Rhipidura leucophrys,MWrbm Westgate Park,2,-37.83104,144.90936,2018-09-02,2,9,2018
Rhipidura leucophrys,westgate park,,-37.83167,144.91111,2016-10-08,8,10,2016
Rhipidura leucophrys,Royal Botanic Gardens Melbourne,,-37.82944,144.97861,2017-09-25,25,9,2017
Manorina melanocephala,Royal Park West remnant site,1,-37.78365,144.94548,2017-12-02,2,12,2017
Gymnorhina tibicen,MWrbm Flemington Racecourse,2,-37.78701,144.91669,2018-10-24,24,10,2018
Gymnorhina tibicen,"-37.813506818080455, 144.98034954071045",5,-37.81351,144.98035,2016-09-16,16,9,2016
Gymnorhina tibicen,Fitzroy Gardens,3,-37.81337,144.98006,2017-05-11,11,5,2017
Dacelo novaeguineae,Melbourne Zoo,3,-37.78493,144.95241,2017-09-20,20,9,2017
Manorina melanocephala,Botanic gardens,2,-37.82766,144.97959,2018-01-29,29,1,2018
Rhipidura leucophrys,westgate park,,-37.83167,144.91111,2017-11-13,13,11,2017
Rhipidura leucophrys,"MW - Trin Warren Tam-boore, Royal Park",1,-37.78222,144.94306,2018-04-08,8,4,2018
Rhipidura leucophrys,White's Skink Habitat site Royal Park,1,-37.78226,144.94554,2018-09-17,17,9,2018
Gymnorhina tibicen,The park,3,-37.80193,144.96075,2017-05-25,25,5,2017
Rhipidura leucophrys,Melbourne Zoo,2,-37.78493,144.95241,2017-09-20,20,9,2017
Gymnorhina tibicen,Rp grassland,2,-37.79118,144.95487,2018-03-27,27,3,2018
Cacatua galerita,Royal Botanic Gardens Melbourne,,-37.82444,144.97389,2017-08-04,4,8,2017
Rhipidura leucophrys,westgate park,,-37.83167,144.91111,2017-03-29,29,3,2017
Rhipidura leucophrys,westgate pk pt meb,2,-37.83167,144.90917,2017-11-11,11,11,2017
Rhipidura leucophrys,westgate park,,-37.83167,144.91111,2017-05-30,30,5,2017
Manorina melanocephala,Melbourne zoo,1,-37.78553,144.95386,2018-09-08,8,9,2018
Manorina melanocephala,Royal Park native vegetation area,18,-37.79169,144.95703,2017-03-28,28,3,2017
Gymnorhina tibicen,"Royal Park, Parkville",,-37.79083,144.95361,2018-04-17,17,4,2018
Rhipidura leucophrys,"MW - Trin Warren Tam-boore, Royal Park",5,-37.78222,144.94306,2017-02-11,11,2,2017
Cacatua galerita,Royal Botanic Gardens,2,-37.82875,144.98408,2018-04-07,7,4,2018
Cacatua galerita,Royal Botanic Gardens Melbourne,,-37.83033,144.97953,2018-11-12,12,11,2018
Cacatua galerita,Fitzroy Gardens,1,-37.81337,144.98006,2017-11-04,4,11,2017
Gymnorhina tibicen,Fitzroy Gardens,4,-37.81337,144.98006,2017-12-17,17,12,2017
Rhipidura leucophrys,Mel botanic garden 1,1,-37.82972,144.98092,2018-12-02,2,12,2018
Rhipidura leucophrys,Trin Warren Tam-boore wetlands (Treatment Pond),2,-37.7825,144.94228,2018-11-11,11,11,2018
Rhipidura leucophrys,"-37.8291852353493, 144.974246006594",2,-37.82919,144.97425,2016-10-12,12,10,2016
Gymnorhina tibicen,Fitzroy Gardens,1,-37.81337,144.98006,2018-05-09,9,5,2018
Gymnorhina tibicen,Melb CBD - Argyle Square,1,-37.8027,144.96622,2019-02-07,7,2,2019
Rhipidura leucophrys,westgate park,,-37.83167,144.91111,2016-11-02,2,11,2016
Manorina melanocephala,"MW - Trin Warren Tam-boore, Royal Park",3,-37.78222,144.94306,2018-08-12,12,8,2018
Dacelo novaeguineae,Royal Botanic Gardens Melbourne,,-37.8294,144.98426,2018-09-01,1,9,2018
Gymnorhina tibicen,"Royal Park, Parkville",,-37.79194,144.95667,2018-07-31,31,7,2018
Gymnorhina tibicen,Fitzroy Gardens,2,-37.81494,144.97942,2017-11-11,11,11,2017
Rhipidura leucophrys,Royal Botanic Gardens,,-37.82944,144.97861,2018-12-16,16,12,2018
Cacatua galerita,Royal Botanic Gardens Melbourne,1,-37.82751,144.98005,2016-11-30,30,11,2016
Gymnorhina tibicen,"-37.805566333312086, 144.97146606445312",6,-37.80557,144.97147,2016-09-14,14,9,2016
Manorina melanocephala,"Royal Park, Parkville",,-37.79194,144.95444,2018-06-13,13,6,2018
Manorina melanocephala,Royal Botanic Gardens Melbourne,,-37.8294,144.98426,2018-09-01,1,9,2018
Rhipidura leucophrys,westgate park,,-37.83167,144.91111,2018-01-08,8,1,2018
Rhipidura leucophrys,westgate park,,-37.83167,144.91111,2017-10-13,13,10,2017
Gymnorhina tibicen,Fitzroy Gardens,3,-37.81337,144.98006,2018-06-02,2,6,2018
Gymnorhina tibicen,Royal Botanic Gardens,,-37.82944,144.97861,2017-05-01,1,5,2017
Dacelo novaeguineae,Fitzroy Gardens,1,-37.81337,144.98006,2018-05-27,27,5,2018
Gymnorhina tibicen,westgate park,,-37.83167,144.91111,2018-12-14,14,12,2018
Dacelo novaeguineae,Fitzroy Gardens,1,-37.81337,144.98006,2017-11-01,1,11,2017
Cacatua galerita,Royal Botanic Gardens Melbourne,,-37.83333,144.98333,2018-08-29,29,8,2018
Gymnorhina tibicen,Fitzroy Gardens,2,-37.81337,144.98006,2018-04-07,7,4,2018
Rhipidura leucophrys,Melbourne Royal Botanic Gardens,,-37.83,144.98055,2018-02-12,12,2,2018
Rhipidura leucophrys,westgate park,,-37.83167,144.91111,2017-02-16,16,2,2017
Manorina melanocephala,westgate park,,-37.83167,144.91111,2018-11-11,11,11,2018
Rhipidura leucophrys,Melbourne Botanical Gardens,4,-37.82929,144.98072,2017-12-19,19,12,2017
Gymnorhina tibicen,Melbourne zoo,2,-37.78565,144.94983,2018-08-01,1,8,2018
Gymnorhina tibicen,Royal Botanic Gardens,,-37.82944,144.97861,2017-03-23,23,3,2017
Gymnorhina tibicen,Fitzroy Gardens,6,-37.81337,144.98006,2017-11-06,6,11,2017
Cacatua galerita,Fitzroy Gardens,1,-37.81337,144.98006,2018-05-12,12,5,2018
Gymnorhina tibicen,Flagstaff Gardens,1,-37.81043,144.95444,2018-10-15,15,10,2018
Rhipidura leucophrys,westgate park,,-37.83167,144.91111,2017-08-22,22,8,2017
Gymnorhina tibicen,"MW - Trin Warren Tam-boore, Royal Park",5,-37.78222,144.94306,2017-07-06,6,7,2017
Gymnorhina tibicen,Melbourne Zoo,2,-37.78493,144.95241,2017-09-20,20,9,2017
Manorina melanocephala,"MW - Trin Warren Tam-boore, Royal Park",6,-37.78222,144.94306,2018-01-13,13,1,2018
Rhipidura leucophrys,Melbourne Royal Botanic Gardens,,-37.83,144.98055,2018-04-06,6,4,2018
Rhipidura leucophrys,"MW - Trin Warren Tam-boore, Royal Park",4,-37.78222,144.94306,2017-07-06,6,7,2017
Cacatua galerita,Fitzroy Gardens,1,-37.81337,144.98006,2017-11-01,1,11,2017
Gymnorhina tibicen,Trin Warren Tam-boore wetlands (Treatment Pond),2,-37.7825,144.94228,2017-12-02,2,12,2017
Gymnorhina tibicen,Westgate Park,1,-37.83173,144.90857,2016-10-24,24,10,2016
Manorina melanocephala,Birrarung marr,7,-37.81847,144.97177,2017-12-06,6,12,2017
Cacatua galerita,Royal Botanic Gardens Melbourne,,-37.8294,144.98426,2018-09-01,1,9,2018
Rhipidura leucophrys,MWrbm Flemington Racecourse,3,-37.78701,144.91669,2018-04-27,27,4,2018
Rhipidura leucophrys,Royal Botanic Gardens,,-37.82944,144.97861,2017-02-14,14,2,2017
Manorina melanocephala,Royal Botanic Gardens Melbourne,,-37.82444,144.97389,2018-04-13,13,4,2018
Rhipidura leucophrys,"MW - Trin Warren Tam-boore, Royal Park",1,-37.78222,144.94306,2018-01-13,13,1,2018
Gymnorhina tibicen,Royal Botanic Gardens,,-37.83,144.98056,2017-07-07,7,7,2017
Rhipidura leucophrys,westgate park,,-37.83167,144.91111,2017-06-07,7,6,2017
Rhipidura leucophrys,westgate park,,-37.83167,144.91111,2017-02-23,23,2,2017
Gymnorhina tibicen,"MW - Trin Warren Tam-boore, Royal Park",2,-37.78222,144.94306,2018-04-08,8,4,2018
Gymnorhina tibicen,westgate park,,-37.83167,144.91111,2016-11-02,2,11,2016
Gymnorhina tibicen,westgate park,,-37.83167,144.91111,2016-10-08,8,10,2016
Cacatua galerita,MW - Flemington Racecourse,2,-37.78694,144.91694,2017-10-16,16,10,2017
Gymnorhina tibicen,Melbourne Zoo & Gardens,1,-37.7841,144.95218,2018-05-26,26,5,2018
Rhipidura leucophrys,westgate park,,-37.83167,144.91111,2016-08-22,22,8,2016
Gymnorhina tibicen,MWrbm Trin Warren Tam-boore wetlands,12,-37.78233,144.94334,2018-08-10,10,8,2018
Cacatua galerita,Mel botanic garden 1,1,-37.82972,144.98092,2018-12-02,2,12,2018
Manorina melanocephala,Fitzroy Gardens,4,-37.81337,144.98006,2018-05-27,27,5,2018
Cacatua galerita,Melbourne Royal Botanic Gardens,,-37.83,144.98055,2018-04-06,6,4,2018
Rhipidura leucophrys,westgate park,,-37.83167,144.91111,2018-12-14,14,12,2018
Manorina melanocephala,"-37.82177107973458, 144.97165381908417",3,-37.82177,144.97165,2016-09-16,16,9,2016
Gymnorhina tibicen,MWrbm Trin Warren Tam-boore wetlands,1,-37.78272,144.94343,2018-07-12,12,7,2018
Rhipidura leucophrys,MWrbm Flemington Racecourse,1,-37.78701,144.91669,2018-10-24,24,10,2018
Manorina melanocephala,Melbourne zoo,2,-37.78565,144.94983,2018-08-01,1,8,2018
Rhipidura leucophrys,Trin Warren Tam-boore wetlands (Treatment Pond),1,-37.7825,144.94228,2018-04-08,8,4,2018
Rhipidura leucophrys,Royal Botanic Gardens,,-37.83831,144.97679,2017-07-17,17,7,2017
Gymnorhina tibicen,westgate park,,-37.83167,144.91111,2018-09-20,20,9,2018
Rhipidura leucophrys,westgate park,,-37.83167,144.91111,2018-03-05,5,3,2018
Manorina melanocephala,Royal Park Storage Pond,1,-37.78233,144.9414,2018-02-04,4,2,2018
Gymnorhina tibicen,Melbourne Royal Botanic Gardens,,-37.83,144.98055,2018-03-22,22,3,2018
Gymnorhina tibicen,Trin Warren Tam-boore wetlands (Treatment Pond),3,-37.7825,144.94228,2018-02-04,4,2,2018
Rhipidura leucophrys,Royal Botanic Gardens Melbourne,,-37.82444,144.97389,2018-05-04,4,5,2018
Dacelo novaeguineae,Melbourne Royal Botanic Gardens,,-37.83,144.98055,2018-06-11,11,6,2018
Gymnorhina tibicen,"MW - Trin Warren Tam-boore, Royal Park",4,-37.78222,144.94306,2016-11-24,24,11,2016
Rhipidura leucophrys,Royal Park West remnant site,1,-37.78365,144.94548,2018-05-27,27,5,2018
Gymnorhina tibicen,Royal Botanic Gardens Melbourne,,-37.82944,144.97861,2017-09-25,25,9,2017
Rhipidura leucophrys,Melbourne Royal Botanic Gardens,,-37.83,144.98055,2017-11-16,16,11,2017
Manorina melanocephala,Royal Botanic Gardens,,-37.82944,144.97861,2018-12-16,16,12,2018
Manorina melanocephala,Trin Warren Tam-boore wetlands (Treatment Pond),2,-37.7825,144.94228,2018-07-22,22,7,2018
Gymnorhina tibicen,Royal Botanic Gardens,1,-37.82858,144.98462,2018-02-17,17,2,2018
Rhipidura leucophrys,Fitzroy Gardens,1,-37.81337,144.98006,2018-05-15,15,5,2018
Dacelo novaeguineae,,1,-37.78949,144.95495,2017-05-11,11,5,2017
Rhipidura leucophrys,westgate park,,-37.83167,144.91111,2016-08-01,1,8,2016
Manorina melanocephala,Royal Botanic Gardens Melbourne,5,-37.83036,144.9796,2016-10-26,26,10,2016
Rhipidura leucophrys,Melbourne Zoo,5,-37.78492,144.95264,2017-10-06,6,10,2017
Gymnorhina tibicen,westgate park,,-37.83167,144.91111,2017-08-22,22,8,2017
Cacatua galerita,Royal Botanic Gardens Melbourne,,-37.82444,144.97389,2018-04-13,13,4,2018
Cacatua galerita,Fitzroy Gardens,2,-37.81337,144.98006,2017-11-06,6,11,2017
Gymnorhina tibicen,Fitzroy Gardens,5,-37.81337,144.98006,2017-11-02,2,11,2017
Gymnorhina tibicen,Melb CBD - Argyle Square,2,-37.8027,144.96622,2019-02-08,8,2,2019
Gymnorhina tibicen,Trin Warren Tam-boore wetlands (Treatment Pond),1,-37.7825,144.94228,2018-09-16,16,9,2018
Cacatua galerita,Victoria Market,1,-37.80742,144.95828,2016-08-23,23,8,2016
Rhipidura leucophrys,Royal Botanic Gardens,,-37.82944,144.97861,2017-05-01,1,5,2017
Rhipidura leucophrys,westgate park,,-37.83167,144.91111,2017-10-03,3,10,2017
Rhipidura leucophrys,White's Skink Habitat site Royal Park,1,-37.78226,144.94554,2018-11-11,11,11,2018
Gymnorhina tibicen,Royal Botanic Gardens,2,-37.82986,144.9789,2018-11-04,4,11,2018
Cacatua galerita,Royal Botanic Gardens,,-37.82944,144.97861,2018-10-27,27,10,2018
Gymnorhina tibicen,westgate park,,-37.83167,144.91111,2016-09-19,19,9,2016
Dacelo novaeguineae,Royal Botanic Gardens,,-37.82944,144.97861,2017-02-14,14,2,2017
Gymnorhina tibicen,Fitzroy Gardens,4,-37.81337,144.98006,2017-05-25,25,5,2017
Manorina melanocephala,Melbourne Zoo & Gardens,6,-37.7841,144.95218,2018-05-26,26,5,2018
Rhipidura leucophrys,"MW - Trin Warren Tam-boore, Royal Park",2,-37.78222,144.94306,2017-04-14,14,4,2017
Manorina melanocephala,"Royal Park, Parkville",,-37.79167,144.95667,2018-08-14,14,8,2018
Gymnorhina tibicen,Fitzroy Gardens,4,-37.81337,144.98006,2017-05-10,10,5,2017
Gymnorhina tibicen,corp exp pt meb,2,-37.82111,144.92778,2017-11-11,11,11,2017
Gymnorhina tibicen,Royal Botanic Gardens Melbourne,,-37.83333,144.98333,2017-12-14,14,12,2017
Rhipidura leucophrys,westgate park,,-37.83167,144.91111,2017-07-14,14,7,2017
Manorina melanocephala,Yarra River Federation Square,4,-37.81862,144.97018,2018-07-27,27,7,2018
Dacelo novaeguineae,Fitzroy Gardens,1,-37.81337,144.98006,2018-04-07,7,4,2018
Dacelo novaeguineae,Fitzroy Gardens,1,-37.81337,144.98006,2017-05-08,8,5,2017
Gymnorhina tibicen,Fitzroy Gardens,3,-37.81337,144.98006,2018-12-15,15,12,2018
Cacatua galerita,Melbourne Royal Botanic Gardens,,-37.83,144.98055,2018-03-22,22,3,2018
Gymnorhina tibicen,"Royal Park, Parkville",,-37.79194,144.95444,2018-06-13,13,6,2018
Rhipidura leucophrys,"MW - Trin Warren Tam-boore, Royal Park",7,-37.78222,144.94306,2016-11-24,24,11,2016
Rhipidura leucophrys,Royal Park West remnant site,2,-37.78365,144.94548,2018-04-08,8,4,2018
Rhipidura leucophrys,Royal Botanic Gardens Melbourne,,-37.82444,144.97389,2017-08-04,4,8,2017
Gymnorhina tibicen,"South Lawn, Melbourne University, Parkville",,-37.79861,144.96028,2018-09-24,24,9,2018
Gymnorhina tibicen,westgate park,,-37.83167,144.91111,2018-11-11,11,11,2018
Rhipidura leucophrys,Royal Botanic Gardens,1,-37.82986,144.9789,2018-11-04,4,11,2018
